BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded,Total_Area,Price_per_SQFT,Baths,balcony_encoded,Price_numeric,feature_importance,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Month_x,Year_x,AQI_Bucket_encoded,Year_y,Month_y,Day,Night,DayLimit,NightLimit,StationEncoded,DayExcess,NightExcess,target_price,State_encoded,City_encoded,location_encoded,Property_Type_encoded,Amenities_encoded,Facing_encoded,Owner_Type_encoded,Name_encoded,Property Title_encoded,Price_encoded,Balcony_encoded,Date_x_encoded,Date_y_encoded,furnishing_binary,parking_binary,location_popularity,AQI_normalized,AQI_Bucket_encoded_normalized,environmental_score,size_category_encoded,BHK_Size_in_SqFt_interaction,Baths_BHK_interaction,area_per_bedroom,bath_bedroom_ratio,Price_numeric_log,PM2.5_log,PM10_log,NO_log,NO2_log,NH3_log,SO2_log,AQI_log,location_popularity_log,O3_sqrt
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,2.570609185304499,-0.1370356082914328,2.503596288677812,1.0,22500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,22500000.0,1,1,13,2,324,3,3,47,6422,199,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.929025911619092,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.0424813768420039,-0.1407065019881555,0.2769512392801228,1.0,6000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,6000000.0,1,1,14,2,324,3,3,48,4162,692,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.607270193858982,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.6245061564291667,0.0669029304153823,-0.8363712854187215,1.0,7800000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,7800000.0,1,1,15,2,324,3,3,50,84,784,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.86963441986494,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.3163670045034605,-0.1666066964039211,0.2769512392801228,1.0,6000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,6000000.0,1,1,16,2,324,3,3,51,3701,692,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.607270193858982,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.0819515070697342,-0.122555972043249,0.2769512392801228,0.0,8000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,8000000.0,1,1,17,2,324,3,3,52,1817,804,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.894952224644102,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.6887295803836123,-0.0536247459603454,-0.8363712854187215,0.0,4000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,4000000.0,1,1,18,2,324,3,3,53,15,503,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.201805169084134,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.5281710204974984,-0.1433577029913441,-0.8363712854187215,0.0,3000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,3000000.0,1,1,19,2,324,3,3,54,467,382,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.914123179965662,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.3941046229925933,-0.0899258058501585,0.2769512392801228,1.0,5900000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,5900000.0,1,1,20,2,324,3,3,57,1542,663,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.59046307836746,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.0418118670982058,-0.1166417544207513,0.2769512392801228,0.0,8100000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,8100000.0,1,1,21,2,324,3,3,58,3781,806,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.90737474309945,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.6807016523893066,-0.1619161100136643,-0.8363712854187215,0.0,1700000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,1700000.0,1,1,22,2,324,3,3,59,2427,158,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.346139397261565,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.3660068750125234,-0.1107275367982537,0.2769512392801228,0.0,5300000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,5300000.0,1,1,23,2,324,3,3,60,2057,618,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.483217567201578,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.801120572303892,-0.0962479005500698,-1.9496938101175656,1.0,2100000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,2100000.0,1,1,24,2,324,3,3,64,605,252,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.557448378884015,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.6807016523893066,-0.171093344255471,-0.8363712854187215,0.0,1500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,1500000.0,1,1,25,2,324,3,3,67,166,143,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.220976332738882,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.5683106604690269,-0.1509034289234963,-0.8363712854187215,1.0,2550000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,2550000.0,1,1,26,2,324,3,3,891,1511,288,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.751604309291395,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.6726737243950008,-0.1637515568620257,-0.8363712854187215,1.0,1700000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,1700000.0,1,1,26,2,324,3,3,905,0,158,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,14.346139397261565,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.2006315583298261,-0.112562983646615,0.2769512392801228,0.0,6500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,6500000.0,1,1,26,2,324,3,3,6704,3419,718,0,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.687312888712007,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.3916962445943016,-0.1433577029913441,0.2769512392801228,1.0,3800000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,3800000.0,1,1,26,2,324,3,3,71,2691,453,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.150511887854474,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.4599336325459,0.1548004405980197,-0.8363712854187215,1.0,14000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,14000000.0,1,1,27,2,324,3,3,73,1609,46,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,16.454567959008102,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,-0.4719755245373586,-0.0379214784799206,-0.8363712854187215,1.0,7000000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,7000000.0,1,1,28,2,324,3,3,76,2670,752,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,15.76142084987672,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,3,3,1,1,2,0.6559483586625914,0.2671705754254749,1.390273763978967,1.0,52500000.0,0.570577463793437,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,4,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,3.0,0.077633488859798,0.1156702843729479,52500000.0,1,1,29,2,324,3,3,79,3985,580,2,2009,95,0,0,17242,0.19879518072289157,0.8,0.8,4,7002.0,,683.3333333333334,,17.77632374660947,3.4423393249933305,4.35259782398307,2.1424163408412245,3.328985047548231,3.091951131294534,1.7950872593207297,4.465908118654584,9.755161543000131,5.616938667993447
