ID,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Amenities,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded,Name,Property Title,Price,Total_Area,Price_per_SQFT,Description,Baths,balcony_encoded,Price_numeric,feature_importance,Date_x,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Month_x,Year_x,AQI_Bucket_encoded,Year_y,Month_y,Day,Night,DayLimit,NightLimit,Date_y,StationEncoded,DayExcess,NightExcess,air_quality,noise_level,crime_rate,water_quality,State_Karnataka,City_Bangalore,Property_Type_Apartment,Property_Type_Independent House,Property_Type_Villa,Furnished_Status_Furnished,Furnished_Status_Semi-furnished,Furnished_Status_Unfurnished,Public_Transport_Accessibility_High,Public_Transport_Accessibility_Low,Public_Transport_Accessibility_Medium,Parking_Space_No,Parking_Space_Yes,Security_No,Security_Yes,Facing_East,Facing_North,Facing_South,Facing_West,Owner_Type_Broker,Owner_Type_Builder,Owner_Type_Owner,Availability_Status_Ready_to_Move,Availability_Status_Under_Construction,Balcony_No,Balcony_Yes,AQI_Bucket_Good,AQI_Bucket_Moderate,AQI_Bucket_Poor,AQI_Bucket_Satisfactory,AQI_Bucket_Very Poor
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,39,1555,77,-0.4559196685487471,0.2359679790033322,1091,-0.8363712854187215,1.0,17000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,42,1674,823,-0.2391656127024934,-0.0656571197440475,10259,0.2769512392801228,0.0,8500000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,46,83,752,-0.6566178684063895,0.0583375117896961,5605,-0.8363712854187215,1.0,7000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,47,6422,199,2.570609185304499,-0.1370356082914328,6812,2.503596288677812,1.0,22500000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,48,4162,692,-0.0424813768420039,-0.1407065019881555,7839,0.2769512392801228,1.0,6000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,50,84,784,-0.6245061564291667,0.0669029304153823,120,-0.8363712854187215,1.0,7800000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,51,3701,692,0.3163670045034605,-0.1666066964039211,2903,0.2769512392801228,1.0,6000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,52,1817,804,0.0819515070697342,-0.122555972043249,4549,0.2769512392801228,0.0,8000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,53,15,503,-0.6887295803836123,-0.0536247459603454,5643,-0.8363712854187215,0.0,4000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,54,467,382,-0.5281710204974984,-0.1433577029913441,10019,-0.8363712854187215,0.0,3000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,57,1542,663,-0.3941046229925933,-0.0899258058501585,1080,0.2769512392801228,1.0,5900000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,58,3781,806,0.0418118670982058,-0.1166417544207513,2742,0.2769512392801228,0.0,8100000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,59,2427,158,-0.6807016523893066,-0.1619161100136643,7509,-0.8363712854187215,0.0,1700000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,60,2057,618,-0.3660068750125234,-0.1107275367982537,10387,0.2769512392801228,0.0,5300000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,64,605,252,-0.801120572303892,-0.0962479005500698,4324,-1.9496938101175656,1.0,2100000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,67,166,143,-0.6807016523893066,-0.171093344255471,214,-0.8363712854187215,0.0,1500000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,891,1511,288,-0.5683106604690269,-0.1509034289234963,14274,-0.8363712854187215,1.0,2550000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,905,0,158,-0.6726737243950008,-0.1637515568620257,310,-0.8363712854187215,1.0,1700000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,6704,3419,718,-0.2006315583298261,-0.112562983646615,11951,0.2769512392801228,0.0,6500000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,71,2691,453,-0.3916962445943016,-0.1433577029913441,9300,0.2769512392801228,1.0,3800000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,73,1609,46,-0.4599336325459,0.1548004405980197,1122,-0.8363712854187215,1.0,14000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,76,2670,752,-0.4719755245373586,-0.0379214784799206,14426,-0.8363712854187215,1.0,7000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,79,3985,580,0.6559483586625914,0.2671705754254749,9534,1.390273763978967,1.0,52500000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,82,4563,2,-0.3234588566427032,-0.0112055299093278,6581,0.2769512392801228,0.0,10000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,83,3600,195,-0.0529176832346013,0.1252293524855315,2835,0.2769512392801228,0.0,22000000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,84,4966,31,0.2826497069273766,-0.0844194653050745,3558,0.2769512392801228,1.0,12500000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,86,996,622,-0.4880313805259699,-0.0809525101470586,8778,-0.8363712854187215,0.0,5345000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125095.5,3.0,2747.0,258.36,0.09,2007.0,15.0,16.0,18.0,6.0,6.0,324,0.5,0.5,0.0,1.0,1.0,88,1090,428,-0.801120572303892,-0.0010086029739871,8766,-1.9496938101175656,0.0,3500000.0,0.570577463793437,2009,30.26,76.68,7.52,26.91,19.1,21.02,0.92,5.02,31.55,0.87,1.76,,86.0,6.0,2017.0,3.0,2016.0,7.0,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,95,3.0,0.077633488859798,0.1156702843729479,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
